VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
9165,"ULTRA BEVERAGE COMPANY LLP ",3413,"Gerston Vintage Scotch",12,2426.40,8213.12,1,274.99,0.79,-2151.41,-782.36,0.08,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3417,"Six Saints Caribbean Rum",735,14575.05,141422.83,710,14462.90,559.98,-112.15,-0.78,0.97,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3518,"Cabot Trail Maple Whisky",348,5477.52,38294.31,740,13887.60,582.94,8410.08,60.56,2.13,395,3,199.0000,3.72
9165,"ULTRA BEVERAGE COMPANY LLP ",3565,"Ultimat Vodka",204,5299.92,15241.36,533,17597.67,420.00,12297.75,69.88,2.61,388,59,223.5000,2.38
9165,"ULTRA BEVERAGE COMPANY LLP ",3628,"Montanya Platino Rum",7,123.13,1980.30,33,725.67,26.04,602.54,83.03,4.71,46,20,33.0000,1.00
9165,"ULTRA BEVERAGE COMPANY LLP ",3634,"Silo Lemon Vodka",18,431.82,2608.30,10,299.90,7.90,-131.92,-43.99,0.56,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3650,"Patron Silver Tequila",42951,1452173.31,2623318.89,41639,2009508.61,32783.09,557335.30,27.73,0.97,4173,5485,4829.0000,8.62
9165,"ULTRA BEVERAGE COMPANY LLP ",3654,"Patron Reposado Tequila",2904,114388.56,173498.92,2753,147999.47,2171.10,33610.91,22.71,0.95,2862,3013,2937.5000,0.94
9165,"ULTRA BEVERAGE COMPANY LLP ",3658,"Patron Anejo Tequila",4345,182055.50,274215.41,4046,237481.54,3190.32,55426.04,23.34,0.93,2037,2336,2186.5000,1.85
9165,"ULTRA BEVERAGE COMPANY LLP ",3733,"Patron Silver Tequila",2095,175896.20,686746.12,2047,230059.53,3763.15,54163.33,23.54,0.98,237,285,261.0000,7.84
9165,"ULTRA BEVERAGE COMPANY LLP ",3762,"Patron Silver Tequila",18781,86580.41,299743.26,18313,109694.87,944.29,23114.46,21.07,0.98,2359,2827,2593.0000,7.06
9165,"ULTRA BEVERAGE COMPANY LLP ",3763,"Patron Anejo Tequila",3113,63131.64,235486.10,2933,85346.67,1147.57,22215.03,26.03,0.94,566,746,656.0000,4.47
9165,"ULTRA BEVERAGE COMPANY LLP ",3764,"Patron Reposado Tequila",1394,28939.44,114057.92,1218,34185.82,476.37,5246.38,15.35,0.87,295,471,383.0000,3.18
9165,"ULTRA BEVERAGE COMPANY LLP ",3788,"Patron Silver Tequila",12664,253153.36,926942.35,12119,332234.81,4756.57,79081.45,23.80,0.96,316,861,588.5000,20.59
9165,"ULTRA BEVERAGE COMPANY LLP ",3907,"St George Calif Citrus Vodka",1,18.51,1250.26,1,24.99,0.79,6.48,25.93,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3908,"St George Green Chile Vodka",34,674.22,3044.07,33,824.67,25.97,150.45,18.24,0.97,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3949,"Patron En Lalique Tequila",3,17045.43,3138.03,0,0.00,0.00,-17045.43,NULL,0.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3978,"Square One Bergamot Organic",164,3229.16,24237.73,422,9459.78,332.58,6230.62,65.86,2.57,287,29,158.0000,2.67
9165,"ULTRA BEVERAGE COMPANY LLP ",3985,"Silo Cacao Vodka",48,1098.72,0.00,4,119.96,3.15,-978.76,-815.91,0.08,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",3988,"Silo Cucumber Vodka",64,1381.12,2324.11,34,1019.66,26.83,-361.46,-35.45,0.53,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4018,"Papa's Pilar Dark Rum",978,25877.88,134531.29,831,31220.69,655.43,5342.81,17.11,0.85,229,376,302.5000,2.75
9165,"ULTRA BEVERAGE COMPANY LLP ",4020,"Clement Creole Shrubb Orange",12,190.80,0.00,5,144.95,3.94,-45.85,-31.63,0.42,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4034,"Pura Vida Silver Tequila",219,5838.54,40522.67,246,9469.54,194.03,3631.00,38.34,1.12,225,198,211.5000,1.16
9165,"ULTRA BEVERAGE COMPANY LLP ",4040,"Clement Select Barrel Rhum",1020,18339.60,172777.37,1052,28296.48,829.79,9956.88,35.19,1.03,285,253,269.0000,3.91
9165,"ULTRA BEVERAGE COMPANY LLP ",4041,"Gran Patron Piedra",9,2571.39,8360.57,11,4399.89,8.69,1828.50,41.56,1.22,8,6,7.0000,1.57
9165,"ULTRA BEVERAGE COMPANY LLP ",4054,"Patron XO Cafe Liqueur",3136,29509.76,227461.17,3088,40611.12,1210.18,11101.36,27.34,0.98,476,524,500.0000,6.18
9165,"ULTRA BEVERAGE COMPANY LLP ",4065,"Pink Pigeon Rum",19,396.91,2519.17,61,1707.39,48.06,1310.48,76.75,3.21,54,12,33.0000,1.85
9165,"ULTRA BEVERAGE COMPANY LLP ",4105,"Patron XO Cafe Variety 3 Pak",72,365.04,12542.15,1285,8982.15,65.28,8617.11,95.94,17.85,1229,16,622.5000,2.06
9165,"ULTRA BEVERAGE COMPANY LLP ",4126,"Brinley Shipwreck Mango Rum",701,12877.37,139644.93,475,10135.25,374.65,-2742.12,-27.06,0.68,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4191,"Ypioca Cachaca Crystal Rum",36,510.12,1489.43,0,0.00,0.00,-510.12,NULL,0.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4250,"Zaya Grand Reserva Rum",2798,77700.46,471618.55,2712,98362.88,2138.02,20662.42,21.01,0.97,338,424,381.0000,7.12
9165,"ULTRA BEVERAGE COMPANY LLP ",4256,"English Harbour Rum",646,14457.48,74769.95,363,10000.37,286.40,-4457.11,-44.57,0.56,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4274,"Dictador 12 Yr Rum",470,10438.70,89611.54,516,17864.84,406.94,7426.14,41.57,1.10,137,91,114.0000,4.53
9165,"ULTRA BEVERAGE COMPANY LLP ",4283,"Hochstadter's Slow and Low",3175,43942.00,429038.71,2834,57674.66,2234.60,13732.66,23.81,0.89,422,763,592.5000,4.78
9165,"ULTRA BEVERAGE COMPANY LLP ",4287,"Dictador 20 Yr Rum",16,711.04,1909.21,84,5039.16,66.26,4328.12,85.89,5.25,110,42,76.0000,1.11
9165,"ULTRA BEVERAGE COMPANY LLP ",4300,"BenRiach Barrel 94",40,5372.80,14678.62,28,5039.72,22.09,-333.08,-6.61,0.70,112,124,118.0000,0.24
9165,"ULTRA BEVERAGE COMPANY LLP ",4317,"Pyrat XO Reserve Rum",1429,33910.17,242501.59,1553,53157.47,1225.22,19247.30,36.21,1.09,493,369,431.0000,3.60
9165,"ULTRA BEVERAGE COMPANY LLP ",4401,"Papa Pilar Double Barrel Rum",224,6538.56,13371.89,265,10597.35,208.96,4058.79,38.30,1.18,193,152,172.5000,1.54
9165,"ULTRA BEVERAGE COMPANY LLP ",4447,"Patron XO Cafe Dark Cocoa",1926,39733.38,168487.54,1942,50823.58,1531.22,11090.20,21.82,1.01,1413,1397,1405.0000,1.38
9165,"ULTRA BEVERAGE COMPANY LLP ",4482,"Don Pancho Origenes Rsva Rum",401,11789.40,48833.35,98,3551.02,77.30,-8238.38,-232.00,0.24,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4491,"Calvados Marquis De St Loup",855,16279.20,88211.97,969,29521.31,106.86,13242.11,44.86,1.13,343,229,286.0000,3.39
9165,"ULTRA BEVERAGE COMPANY LLP ",4583,"Perc Coffee Liqueur",179,3094.91,19722.35,273,6276.27,215.06,3181.36,50.69,1.53,172,78,125.0000,2.18
9165,"ULTRA BEVERAGE COMPANY LLP ",4595,"Don Pancho Origenes 18Yr Rum",186,12776.34,22504.68,27,2429.73,21.33,-10346.61,-425.83,0.15,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4616,"Penny Blue XO Mauritian Rum",216,11737.44,33474.03,42,2519.58,33.17,-9217.86,-365.85,0.19,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4620,"Papa's Pilar Blonde Rum",731,15658.02,89575.26,342,9178.58,269.84,-6479.44,-70.59,0.47,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",4724,"Patron Citronge Lime Liqueur",2468,41437.72,220116.47,2561,54521.39,2019.56,13083.67,24.00,1.04,936,843,889.5000,2.88
9165,"ULTRA BEVERAGE COMPANY LLP ",4748,"Patron XO Cafe Incendio",37,616.42,11593.55,212,4449.88,167.14,3833.46,86.15,5.73,175,0,87.5000,2.42
9165,"ULTRA BEVERAGE COMPANY LLP ",4899,"Clement Mahina Coco Liqueur",621,8867.88,95688.24,632,13407.68,498.33,4539.80,33.86,1.02,231,220,225.5000,2.80
9165,"ULTRA BEVERAGE COMPANY LLP ",4979,"Patron Silver Tequila",1831,104623.34,112617.48,1395,106496.05,1464.75,1872.71,1.76,0.76,784,1220,1002.0000,1.39
9165,"ULTRA BEVERAGE COMPANY LLP ",5003,"Brinley Shipwreck Coconut Cr",23666,18459.48,259339.02,22878,22649.22,1195.64,4189.74,18.50,0.97,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5067,"Zodiac Vodka",1605,14958.60,0.00,495,6182.55,389.72,-8776.05,-141.95,0.31,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5079,"Zodiac Black Cherry Vodka",1618,15079.76,0.00,269,3359.81,211.89,-11719.95,-348.83,0.17,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5102,"Brinley Shipwreck Coconut Cr",2220,42668.40,285281.93,1799,36697.01,1417.81,-5971.39,-16.27,0.81,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5152,"Patron Citronge Mango Liquer",1183,21412.30,83803.44,698,14526.02,550.44,-6886.28,-47.41,0.59,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5171,"Fernet-Branca Italian Liquer",2566,4695.78,23270.11,1262,3142.38,65.61,-1553.40,-49.43,0.49,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5359,"Distroya Spiced Liqueur",954,13623.12,79694.68,1074,20213.26,846.91,6590.14,32.60,1.13,326,206,266.0000,4.04
9165,"ULTRA BEVERAGE COMPANY LLP ",5363,"Luxardo Angioletto Hazelnut",22,270.60,4466.07,80,1258.20,63.10,987.60,78.49,3.64,65,7,36.0000,2.22
9165,"ULTRA BEVERAGE COMPANY LLP ",5370,"DiSaronno Rsva Ltd Edition",31,7919.57,21467.92,3,1049.97,2.37,-6869.60,-654.27,0.10,24,52,38.0000,0.08
9165,"ULTRA BEVERAGE COMPANY LLP ",5468,"Hine Rare VSOP",540,24359.40,92844.91,512,31924.88,403.91,7565.48,23.70,0.95,236,264,250.0000,2.05
9165,"ULTRA BEVERAGE COMPANY LLP ",5485,"Xicaru Silver Mezcal",4,85.68,0.00,4,119.96,3.15,34.28,28.58,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5525,"Fernet-Branca Italian Liquer",3500,63840.00,560848.08,3422,87027.78,2696.60,23187.78,26.64,0.98,412,490,451.0000,7.59
9165,"ULTRA BEVERAGE COMPANY LLP ",5549,"Don Ramon Reposado Tequila",129,3271.44,20233.76,285,8322.15,224.66,5050.71,60.69,2.21,156,0,78.0000,3.65
9165,"ULTRA BEVERAGE COMPANY LLP ",5595,"Hine Antique XO Premier Cru",19,2773.62,0.00,2,399.98,1.58,-2373.64,-593.44,0.11,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5610,"West Indies Blue Mtn Coffee",2,51.14,3686.65,18,593.82,14.19,542.68,91.39,9.00,31,15,23.0000,0.78
9165,"ULTRA BEVERAGE COMPANY LLP ",5640,"Metcalf's Blueberry Liqueur",503,6378.04,0.00,169,2871.31,66.09,-3506.73,-122.13,0.34,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5644,"Metcalf's Raspberry Liqueur",503,6332.77,32767.46,291,4944.09,113.91,-1388.68,-28.09,0.58,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5697,"Metcalfe's Maple Liqueur",2493,37744.02,293468.04,2234,48259.66,1761.18,10515.64,21.79,0.90,139,398,268.5000,8.32
9165,"ULTRA BEVERAGE COMPANY LLP ",5740,"Sweet Revenge",2114,29701.70,373976.00,2297,44075.03,1811.78,14373.33,32.61,1.09,563,380,471.5000,4.87
9165,"ULTRA BEVERAGE COMPANY LLP ",5833,"Patron Roca Silver Tequila",934,47419.18,185870.14,894,60981.06,705.52,13561.88,22.24,0.96,349,389,369.0000,2.42
9165,"ULTRA BEVERAGE COMPANY LLP ",5962,"Vermont Ice Maple Creme",2874,49605.24,307101.21,2589,62893.11,2040.95,13287.87,21.13,0.90,454,739,596.5000,4.34
9165,"ULTRA BEVERAGE COMPANY LLP ",5970,"St George Spiced Pear Liquer",43,937.40,2694.67,34,985.66,26.77,48.26,4.90,0.79,1,10,5.5000,6.18
9165,"ULTRA BEVERAGE COMPANY LLP ",5989,"Tanteo Jalapeno Tequila",4181,9616.30,0.00,1957,5851.43,100.62,-3764.87,-64.34,0.47,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",5990,"H by Hine Cognac",189,7439.04,31584.30,412,16638.52,324.64,9199.48,55.29,2.18,227,4,115.5000,3.57
9165,"ULTRA BEVERAGE COMPANY LLP ",6038,"Brinley Gold Shipwrk Coconut",18,343.44,906.16,18,449.82,14.17,106.38,23.65,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6040,"Triibe Celtic",12,100.68,828.28,17,318.83,13.38,218.15,68.42,1.42,5,0,2.5000,6.80
9165,"ULTRA BEVERAGE COMPANY LLP ",6043,"Brinley Gold Shipwrck Coffee",6,109.44,906.16,6,149.94,4.73,40.50,27.01,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6084,"Brinley Gold Shipwreck",6,91.56,897.17,6,119.94,4.72,28.38,23.66,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6102,"Midnight Moon Peach",192,2760.96,41022.68,422,7850.78,332.72,5089.82,64.83,2.20,230,0,115.0000,3.67
9165,"ULTRA BEVERAGE COMPANY LLP ",6105,"Midnight Moon",1684,24990.56,220311.95,2361,47196.39,1861.98,22205.83,47.05,1.40,1336,659,997.5000,2.37
9165,"ULTRA BEVERAGE COMPANY LLP ",6115,"Midnight Moon Raspberry",1162,16349.34,194427.69,1139,22768.61,898.54,6419.27,28.19,0.98,366,389,377.5000,3.02
9165,"ULTRA BEVERAGE COMPANY LLP ",6116,"Sogno di Sorrento Lemoncell",1442,26893.30,205283.81,1311,36330.89,1033.77,9437.59,25.98,0.91,302,433,367.5000,3.57
9165,"ULTRA BEVERAGE COMPANY LLP ",6126,"Sogno di Sorrento Crema Lem",2747,49748.17,424130.88,2638,74619.62,2079.22,24871.45,33.33,0.96,462,571,516.5000,5.11
9165,"ULTRA BEVERAGE COMPANY LLP ",6150,"Midnight Moon Blackberry",1838,24923.28,328049.08,2250,44977.50,1775.30,20054.22,44.59,1.22,876,464,670.0000,3.36
9165,"ULTRA BEVERAGE COMPANY LLP ",6159,"Lepanto Solera Gran Reserva",3,95.43,0.00,16,783.84,1.78,688.41,87.83,5.33,16,3,9.5000,1.68
9165,"ULTRA BEVERAGE COMPANY LLP ",6193,"Midnight Moon Moonshine",1987,26288.01,312266.16,2150,42088.50,1694.78,15800.49,37.54,1.08,552,389,470.5000,4.57
9165,"ULTRA BEVERAGE COMPANY LLP ",6206,"Midnight Moon Apple Pie",3651,29281.02,488417.80,3742,47850.58,1465.32,18569.56,38.81,1.02,442,351,396.5000,9.44
9165,"ULTRA BEVERAGE COMPANY LLP ",6293,"Fetzer Gewurz",6462,38190.42,410214.59,6285,61499.65,699.13,23309.23,37.90,0.97,1473,1650,1561.5000,4.03
9165,"ULTRA BEVERAGE COMPANY LLP ",6365,"Fetzer Svgn Bl Cal",60,445.80,5413.56,30,334.70,3.37,-111.10,-33.19,0.50,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6385,"Fetzer Sundial Chard",10682,73492.16,1265900.77,10096,112858.04,2260.38,39365.88,34.88,0.95,1581,2167,1874.0000,5.39
9165,"ULTRA BEVERAGE COMPANY LLP ",6457,"Fetzer Valley Oaks Cab Svgn",48,340.32,3712.89,37,414.63,4.13,74.31,17.92,0.77,1,12,6.5000,5.69
9165,"ULTRA BEVERAGE COMPANY LLP ",6461,"Blood Orange Liqueur",35,399.35,1232.90,218,3158.82,171.70,2759.47,87.36,6.23,183,0,91.5000,2.38
9165,"ULTRA BEVERAGE COMPANY LLP ",6483,"Fetzer Wh Znfdl Cal",579,3404.52,40693.44,539,5013.11,59.90,1608.59,32.09,0.93,99,139,119.0000,4.53
9165,"ULTRA BEVERAGE COMPANY LLP ",6510,"Simply Ginger Liqueur",501,13015.98,0.00,98,3233.02,77.26,-9782.96,-302.60,0.20,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6600,"Patron Roca Reposado Tequila",586,33964.56,70339.49,330,23721.70,260.28,-10242.86,-43.18,0.56,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6608,"Patron Roca Anejo Tequila",443,27891.28,91784.18,411,35880.89,324.31,7989.61,22.27,0.93,190,222,206.0000,2.00
9165,"ULTRA BEVERAGE COMPANY LLP ",6855,"Midnight Moon Apple Pie",8088,122856.72,1108045.71,8764,175192.36,6905.94,52335.64,29.87,1.08,1342,666,1004.0000,8.73
9165,"ULTRA BEVERAGE COMPANY LLP ",6863,"Jekel Grvlstone Montry Chard",362,2530.38,39532.04,362,4361.78,40.18,1831.40,41.99,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6881,"Midnight Moon Cranberry",3355,46500.30,83370.53,4311,52734.89,3394.80,6234.59,11.82,1.28,971,15,493.0000,8.74
9165,"ULTRA BEVERAGE COMPANY LLP ",6904,"Westland Trinity 3 Pack",612,35300.16,24293.00,82,6149.18,51.66,-29150.98,-474.06,0.13,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",6935,"Fetzer Eagle Peak Merlot Cal",57,412.11,5303.17,41,462.59,4.54,50.48,10.91,0.72,11,27,19.0000,2.16
9165,"ULTRA BEVERAGE COMPANY LLP ",6980,"Midnight Moon Blueberry",2071,28911.16,308611.38,2260,45177.40,1782.97,16266.24,36.01,1.09,944,755,849.5000,2.66
9165,"ULTRA BEVERAGE COMPANY LLP ",7127,"Mezcal De Amor Amaras",332,10232.24,63836.96,419,19785.81,46.36,9553.57,48.29,1.26,252,165,208.5000,2.01
9165,"ULTRA BEVERAGE COMPANY LLP ",7193,"Woodstock Killer Bee",9,80.19,0.00,102,1171.98,80.43,1091.79,93.16,11.33,95,2,48.5000,2.10
9165,"ULTRA BEVERAGE COMPANY LLP ",7205,"Woodstock Hot Licks",6,53.46,905.68,97,1114.53,76.56,1061.07,95.20,16.17,160,69,114.5000,0.85
9165,"ULTRA BEVERAGE COMPANY LLP ",7327,"La Caravedo Puro Quebranta",360,7531.20,23031.12,144,3886.56,113.51,-3644.64,-93.78,0.40,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",7363,"BeatBox Fruit Punch",910,13085.80,62098.78,607,12133.93,3186.75,-951.87,-7.84,0.67,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",7383,"BeatBox Blue Razzberry Rtd",944,13876.80,75534.22,794,15872.06,4168.50,1995.26,12.57,0.84,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",7725,"Great Western Brut",4631,28110.17,268244.11,4441,44365.59,496.14,16255.42,36.64,0.96,1060,1250,1155.0000,3.85
9165,"ULTRA BEVERAGE COMPANY LLP ",7728,"Great Western X Dry",4517,27418.19,302768.49,4295,42907.05,479.52,15488.86,36.10,0.95,1102,1324,1213.0000,3.54
9165,"ULTRA BEVERAGE COMPANY LLP ",7974,"Luxardo Sambuca Dei Cesari",12,232.44,1336.80,12,299.88,9.47,67.44,22.49,1.00,4,4,4.0000,3.00
9165,"ULTRA BEVERAGE COMPANY LLP ",7986,"Sapling Vermont Maple Liquer",1915,42857.70,254408.21,1870,55069.30,1474.58,12211.60,22.18,0.98,553,598,575.5000,3.25
9165,"ULTRA BEVERAGE COMPANY LLP ",7992,"Patron Anejo Tequila",4999,27744.45,278985.66,4431,30972.69,225.87,3228.24,10.42,0.89,1291,1859,1575.0000,2.81
9165,"ULTRA BEVERAGE COMPANY LLP ",7995,"Patron Reposado Tequila",3674,18186.30,191069.78,3209,20826.41,163.42,2640.11,12.68,0.87,1639,2104,1871.5000,1.71
9165,"ULTRA BEVERAGE COMPANY LLP ",8097,"Patron Citronge Orange",4859,45868.96,385344.30,4842,62627.58,1896.14,16758.62,26.76,1.00,710,727,718.5000,6.74
9165,"ULTRA BEVERAGE COMPANY LLP ",8108,"Amaras Cupreata Mezcal",329,13811.42,57049.18,117,6303.83,92.36,-7507.59,-119.10,0.36,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8144,"Corralejo Reposado Tequila",3626,81149.88,577700.34,3565,109744.35,2810.44,28594.47,26.06,0.98,414,475,444.5000,8.02
9165,"ULTRA BEVERAGE COMPANY LLP ",8173,"Amarula Cream Liqueur",5634,80453.52,375993.01,5159,108737.41,4064.71,28283.89,26.01,0.92,803,1278,1040.5000,4.96
9165,"ULTRA BEVERAGE COMPANY LLP ",8238,"Suerte Blanco Tequila",620,17707.20,86878.95,218,7065.82,172.09,-10641.38,-150.60,0.35,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8262,"Metcalfe's Vermont Maple",2744,43410.08,345325.51,2741,60193.59,2161.15,16783.51,27.88,1.00,545,548,546.5000,5.02
9165,"ULTRA BEVERAGE COMPANY LLP ",8284,"Suerte Reposado Tequila",431,13606.67,79578.11,109,4428.91,86.06,-9177.76,-207.22,0.25,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8482,"Cabot Trail Cana Cream Maple",2223,31744.44,163848.30,2389,45284.11,1883.02,13539.67,29.90,1.07,657,491,574.0000,4.16
9165,"ULTRA BEVERAGE COMPANY LLP ",8525,"Fetzer Sundial Chard",492,2892.96,16863.28,471,5046.29,52.98,2153.33,42.67,0.96,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8575,"The King's Ginger Liqueur",611,13881.92,52168.76,367,11006.33,289.48,-2875.59,-26.13,0.60,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8767,"Metcalfe's Raspberry Liqueur",23,452.64,7977.10,113,3388.87,89.07,2936.23,86.64,4.91,90,0,45.0000,2.51
9165,"ULTRA BEVERAGE COMPANY LLP ",8818,"Jack Daniel BTB NE Tap House",22,814.66,0.00,12,599.88,9.45,-214.78,-35.80,0.55,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",8965,"St George Absinthe Verte",350,13947.50,57505.37,342,18931.58,269.88,4984.08,26.33,0.98,116,124,120.0000,2.85
9165,"ULTRA BEVERAGE COMPANY LLP ",9031,"Tempus Fugit de Violettes",1,25.77,1582.29,1,32.99,0.79,7.22,21.89,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",9035,"Tempus Fugit Gran Classico",1,30.30,1250.26,1,39.99,0.79,9.69,24.23,1.00,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",9092,"Junipero Gin",742,16242.38,131287.07,762,23757.38,601.19,7515.00,31.63,1.03,264,244,254.0000,3.00
9165,"ULTRA BEVERAGE COMPANY LLP ",9116,"KAH Tequila 3/50mLs Pak",1560,28875.60,0.00,205,5122.95,10.57,-23752.65,-463.65,0.13,43,1398,720.5000,0.28
9165,"ULTRA BEVERAGE COMPANY LLP ",9191,"Mojoshot Blue Lagoon RTD",13,9.49,2809.76,320,316.80,16.44,307.31,97.00,24.62,314,7,160.5000,1.99
9165,"ULTRA BEVERAGE COMPANY LLP ",9256,"Don Ramon Silver Tequila",481,10606.05,91407.62,589,18548.11,464.66,7942.06,42.82,1.22,183,75,129.0000,4.57
9165,"ULTRA BEVERAGE COMPANY LLP ",9358,"KAH Reposado Tequila",619,25985.62,104994.87,691,40413.09,545.38,14427.47,35.70,1.12,412,340,376.0000,1.84
9165,"ULTRA BEVERAGE COMPANY LLP ",9359,"KAH Extra Aged Tequila",6,1079.10,1552.46,5,1249.95,3.94,170.85,13.67,0.83,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",9360,"KAH Blanco Tequila",738,26560.62,125822.76,790,38147.10,623.39,11586.48,30.37,1.07,356,304,330.0000,2.39
9165,"ULTRA BEVERAGE COMPANY LLP ",9361,"KAH Anejo Tequila",201,9748.50,54670.28,356,24096.44,281.01,14347.94,59.54,1.77,242,87,164.5000,2.16
9165,"ULTRA BEVERAGE COMPANY LLP ",9823,"Silo Vodka",82,2190.22,2376.17,59,1902.41,46.53,-287.81,-15.13,0.72,NULL,NULL,NULL,NULL
9165,"ULTRA BEVERAGE COMPANY LLP ",10051,"Joseph Phelps Cab Svgn Napa",845,32701.50,120913.79,790,49708.10,87.54,17006.60,34.21,0.93,246,301,273.5000,2.89
9165,"ULTRA BEVERAGE COMPANY LLP ",10227,"Due Torri Pnt Nr del Venezie",931,5734.96,72323.09,962,9372.38,107.28,3637.42,38.81,1.03,220,189,204.5000,4.70
9165,"ULTRA BEVERAGE COMPANY LLP ",10621,"Righetti Campolieti Valpo",426,4924.56,34811.91,388,6592.12,43.00,1667.56,25.30,0.91,62,100,81.0000,4.79
9165,"ULTRA BEVERAGE COMPANY LLP ",10623,"Querceto La Corte Toscana",26,831.22,6279.67,62,2988.38,6.87,2157.16,72.18,2.38,171,135,153.0000,0.41
9165,"ULTRA BEVERAGE COMPANY LLP ",10624,"Querceto Il Querciolaia Tosc",51,1924.74,7723.96,78,4538.22,8.68,2613.48,57.59,1.53,138,111,124.5000,0.63
9165,"ULTRA BEVERAGE COMPANY LLP ",10625,"Querceto Il Sole Alessandro",8,362.08,2158.61,42,2855.58,4.66,2493.50,87.32,5.25,154,120,137.0000,0.31
9165,"ULTRA BEVERAGE COMPANY LLP ",10626,"MezzaCorona Pnt Nr",7564,56956.92,690286.77,6977,72530.69,1559.04,15573.77,21.47,0.92,1224,1811,1517.5000,4.60
9165,"ULTRA BEVERAGE COMPANY LLP ",10731,"A Bichot Chard Bourgogne",601,6003.99,53526.52,477,7452.23,52.76,1448.24,19.43,0.79,117,241,179.0000,2.66
