VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
12546,"JIM BEAM BRANDS COMPANY    ",1994,"Laphroaig 30 Year",24,18604.56,0.00,2,1999.98,1.58,-16604.58,-830.24,0.08,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2036,"Jim Beam Signature Craft Ltd",5,145.65,6210.75,116,4416.84,91.55,4271.19,96.70,23.20,162,51,106.5000,1.09
12546,"JIM BEAM BRANDS COMPANY    ",2037,"Jim Beam Honey",23706,17305.38,376850.80,23480,23245.20,1225.48,5939.82,25.55,0.99,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2075,"Jim Beam Distlrs Masterpiece",54,7769.52,10776.99,45,8999.55,35.55,1230.03,13.67,0.83,28,37,32.5000,1.38
12546,"JIM BEAM BRANDS COMPANY    ",2120,"Canadian Club",97473,1190145.33,10927183.15,94960,1554498.40,174471.93,364353.07,23.44,0.97,7997,10510,9253.5000,10.26
12546,"JIM BEAM BRANDS COMPANY    ",2121,"Canadian Club Traveler",9318,72680.40,1403893.48,9256,96493.44,7295.68,23813.04,24.68,0.99,995,1057,1026.0000,9.02
12546,"JIM BEAM BRANDS COMPANY    ",2122,"Canadian Club 1858",13195,102921.00,2009341.58,13259,138305.41,10446.06,35384.41,25.58,1.00,1493,1429,1461.0000,9.08
12546,"JIM BEAM BRANDS COMPANY    ",2155,"McClelland Islay Single Malt",2910,69985.50,910358.04,3042,110955.58,5592.55,40970.08,36.92,1.05,491,359,425.0000,7.16
12546,"JIM BEAM BRANDS COMPANY    ",2156,"(RI) 1",655,17632.60,194383.73,591,21519.09,466.43,3886.49,18.06,0.90,225,289,257.0000,2.30
12546,"JIM BEAM BRANDS COMPANY    ",2159,"Connemara Irish Whiskey",1410,43047.30,309752.01,1295,54672.05,1021.47,11624.75,21.26,0.92,243,358,300.5000,4.31
12546,"JIM BEAM BRANDS COMPANY    ",2161,"Canadian Club Classic",2957,45123.82,352208.25,2923,61452.77,2304.13,16328.95,26.57,0.99,1071,1105,1088.0000,2.69
12546,"JIM BEAM BRANDS COMPANY    ",2173,"Canadian Club Rye",1114,17133.32,170073.88,759,13742.41,598.57,-3390.91,-24.67,0.68,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2182,"McClelland Islay Single Mal",2306,32676.02,343679.11,1996,40166.04,1574.28,7490.02,18.65,0.87,149,459,304.0000,6.57
12546,"JIM BEAM BRANDS COMPANY    ",2183,"McClelland Highland Single",3207,46854.27,555812.24,3098,62414.02,2443.71,15559.75,24.93,0.97,590,699,644.5000,4.81
12546,"JIM BEAM BRANDS COMPANY    ",2195,"Tangle Ridge Canadian Whisky",13,173.94,5317.85,14,237.86,11.03,63.92,26.87,1.08,3,2,2.5000,5.60
12546,"JIM BEAM BRANDS COMPANY    ",2204,"Bowmore 25 Yr Single Malt",85,27073.35,37020.78,6,2579.94,4.74,-24493.41,-949.38,0.07,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2226,"Jim Beam Devils Cut",2967,81889.20,788481.03,2672,100813.28,4913.24,18924.08,18.77,0.90,467,762,614.5000,4.35
12546,"JIM BEAM BRANDS COMPANY    ",2254,"Canadian Club Triple Aged",5129,52879.99,705086.55,5131,68543.69,4045.03,15663.70,22.85,1.00,1170,1168,1169.0000,4.39
12546,"JIM BEAM BRANDS COMPANY    ",2270,"Laphroaig Triple Wood",687,37331.58,192105.45,701,53814.99,553.19,16483.41,30.63,1.02,465,451,458.0000,1.53
12546,"JIM BEAM BRANDS COMPANY    ",2277,"Kilbeggan Irish Whiskey",4244,72275.32,5036.22,1546,20272.54,1217.13,-52002.78,-256.52,0.36,1,2699,1350.0000,1.15
12546,"JIM BEAM BRANDS COMPANY    ",2290,"Jim Beam Devils Cut Bourbon",3195,57637.80,379588.33,3018,75566.82,2380.97,17929.02,23.73,0.94,818,995,906.5000,3.33
12546,"JIM BEAM BRANDS COMPANY    ",2339,"Alberta Rye Dark Batch",41,648.62,24783.74,267,5871.33,210.54,5222.71,88.95,6.51,226,0,113.0000,2.36
12546,"JIM BEAM BRANDS COMPANY    ",2373,"Jim Beam Maple",11939,122852.31,1356005.81,11264,171594.86,8873.72,48742.55,28.41,0.94,2051,2726,2388.5000,4.72
12546,"JIM BEAM BRANDS COMPANY    ",2386,"2 Gingers Irish Whiskey",14,190.26,4310.19,14,321.86,11.03,131.60,40.89,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2396,"Auchentoshan Classic Scotch",1,20.15,2489.48,12,359.88,9.47,339.73,94.40,12.00,11,0,5.5000,2.18
12546,"JIM BEAM BRANDS COMPANY    ",2429,"Jim Beam Double Oak",585,11512.80,4820.42,238,5947.62,187.50,-5565.18,-93.57,0.41,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2464,"Pinnacle Gin",2251,24986.10,629885.11,1748,27434.02,3213.30,2447.92,8.92,0.78,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2505,"Bowmore Legend Single Malt",7,117.46,6343.14,9,242.91,7.10,125.45,51.64,1.29,2,0,1.0000,9.00
12546,"JIM BEAM BRANDS COMPANY    ",2563,"Greenore Irish Whiskey",477,16508.97,94876.29,306,14431.94,241.42,-2077.03,-14.39,0.64,135,306,220.5000,1.39
12546,"JIM BEAM BRANDS COMPANY    ",2564,"Glen Garioch 12 Yr Old",651,31039.68,197704.30,408,24493.92,321.88,-6545.76,-26.72,0.63,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",2638,"Bowmore Islay 18-Yr Sgl Malt",101,9633.38,33950.53,90,11699.10,71.04,2065.72,17.66,0.89,116,127,121.5000,0.74
12546,"JIM BEAM BRANDS COMPANY    ",2639,"Bowmore Darkest Islay 15 Yr",500,26185.00,143674.32,377,27215.23,297.54,1030.23,3.79,0.75,141,264,202.5000,1.86
12546,"JIM BEAM BRANDS COMPANY    ",2661,"Laphroaig Cask Strength 10Yr",746,35800.54,199074.96,680,48105.20,536.39,12304.66,25.58,0.91,568,634,601.0000,1.13
12546,"JIM BEAM BRANDS COMPANY    ",2696,"McClelland Highland Sgl Malt",3439,86628.41,1071827.98,3420,125199.80,6287.90,38571.39,30.81,0.99,555,574,564.5000,6.06
12546,"JIM BEAM BRANDS COMPANY    ",2746,"Laphroaig Cairdeas Islay",387,19899.54,97896.36,452,33454.48,356.26,13554.94,40.52,1.17,86,21,53.5000,8.45
12546,"JIM BEAM BRANDS COMPANY    ",2765,"Laphroaig 18 Yr Single Malt",18,1082.52,15314.69,41,3429.59,32.31,2347.07,68.44,2.28,23,0,11.5000,3.57
12546,"JIM BEAM BRANDS COMPANY    ",2769,"Laphroaig Quarter Cask",1435,55104.00,424633.67,1510,87046.90,1191.13,31942.90,36.70,1.05,535,460,497.5000,3.04
12546,"JIM BEAM BRANDS COMPANY    ",2788,"Laphroaig 10 Yr Single Malt",7861,245577.64,1268477.58,7748,346877.52,6104.98,101299.88,29.20,0.99,844,957,900.5000,8.60
12546,"JIM BEAM BRANDS COMPANY    ",2792,"Jim Beam Apple",23423,18269.94,366378.27,24174,23932.26,1263.09,5662.32,23.66,1.03,804,53,428.5000,56.42
12546,"JIM BEAM BRANDS COMPANY    ",2800,"Laphroaig 15 Yr Single Malt",800,47752.00,285198.53,906,74140.94,714.70,26388.94,35.59,1.13,191,85,138.0000,6.57
12546,"JIM BEAM BRANDS COMPANY    ",2816,"Auchentoshan 12 Yr Sngle Mlt",797,27584.17,247926.96,753,35098.47,593.99,7514.30,21.41,0.94,233,277,255.0000,2.95
12546,"JIM BEAM BRANDS COMPANY    ",2821,"Auchentoshan American Oak",976,27347.52,294417.68,955,36451.45,753.45,9103.93,24.98,0.98,260,281,270.5000,3.53
12546,"JIM BEAM BRANDS COMPANY    ",2826,"Bowmore Small Batch Sngl Mlt",1576,46633.84,472882.66,1555,59392.45,1226.70,12758.61,21.48,0.99,444,465,454.5000,3.42
12546,"JIM BEAM BRANDS COMPANY    ",2839,"Ardmore Legacy Single Malt",872,23544.00,265526.32,804,29665.96,634.44,6121.96,20.64,0.92,196,264,230.0000,3.50
12546,"JIM BEAM BRANDS COMPANY    ",2842,"Laphroaig 25 Yr Cask Strenth",98,29472.52,39168.37,29,12999.71,22.87,-16472.81,-126.72,0.30,15,84,49.5000,0.59
12546,"JIM BEAM BRANDS COMPANY    ",2899,"Laphroiag Select Single Malt",1946,73656.10,401243.50,1805,89080.95,1423.51,15424.85,17.32,0.93,248,389,318.5000,5.67
12546,"JIM BEAM BRANDS COMPANY    ",2926,"Teachers Highland Cream",2427,53078.49,737323.06,2331,65934.69,4285.06,12856.20,19.50,0.96,330,426,378.0000,6.17
12546,"JIM BEAM BRANDS COMPANY    ",2940,"Hakushu 12 Yr Japanese Whsky",216,14178.24,0.00,220,19545.80,173.38,5367.56,27.46,1.02,63,59,61.0000,3.61
12546,"JIM BEAM BRANDS COMPANY    ",2953,"Bowmore Mizurana",3,2238.78,3575.74,8,7999.92,6.30,5761.14,72.02,2.67,9,4,6.5000,1.23
12546,"JIM BEAM BRANDS COMPANY    ",2955,"Auchentoshan 18 Yr Scotch",24,2244.48,6210.75,15,1949.85,11.83,-294.63,-15.11,0.63,19,28,23.5000,0.64
12546,"JIM BEAM BRANDS COMPANY    ",2969,"Laphroaig 32 Yr Old Scotch",9,7883.19,10393.66,14,16799.86,11.03,8916.67,53.08,1.56,21,16,18.5000,0.76
12546,"JIM BEAM BRANDS COMPANY    ",2979,"Bowmore 12-Yr Scotch",1680,59522.40,529422.69,1577,72319.23,1244.09,12796.83,17.69,0.94,420,523,471.5000,3.34
12546,"JIM BEAM BRANDS COMPANY    ",2986,"Hibiki Harmony Japan Whiskey",1659,86201.64,546016.81,1557,106710.43,1227.03,20508.79,19.22,0.94,80,182,131.0000,11.89
12546,"JIM BEAM BRANDS COMPANY    ",2988,"Sauza 901 Silver Tequila",708,13105.08,235924.51,721,18757.79,568.91,5652.71,30.14,1.02,304,291,297.5000,2.42
12546,"JIM BEAM BRANDS COMPANY    ",2995,"Jim Beam Maple",6,105.06,2343.39,50,1199.50,91.90,1094.44,91.24,8.33,44,0,22.0000,2.27
12546,"JIM BEAM BRANDS COMPANY    ",2997,"Yamazaki 12 Yr Japanese",139,8788.97,31685.83,139,12412.61,109.45,3623.64,29.19,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3008,"Pinnacle Red Liquorice",17,192.27,1814.98,53,826.47,97.40,634.20,76.74,3.12,36,0,18.0000,2.94
12546,"JIM BEAM BRANDS COMPANY    ",3012,"Pinnacle Vodka",55458,41038.92,873587.72,55268,54715.32,2891.03,13676.40,25.00,1.00,7032,7222,7127.0000,7.75
12546,"JIM BEAM BRANDS COMPANY    ",3020,"Pinnacle Blueberry Vodka",9325,74506.75,1573514.21,9245,99450.55,7284.44,24943.80,25.08,0.99,1080,1160,1120.0000,8.25
12546,"JIM BEAM BRANDS COMPANY    ",3045,"Pinnacle Salted Caramel",8664,67579.20,1058656.34,8672,96774.28,6831.45,29195.08,30.17,1.00,1042,1034,1038.0000,8.35
12546,"JIM BEAM BRANDS COMPANY    ",3068,"Pinnacle Coconut Vodka",6,44.46,1856.19,6,77.94,4.72,33.48,42.96,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3075,"Pinnacle Whipped Vodka",36,408.96,2407.45,8,119.92,8.40,-289.04,-241.03,0.22,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3121,"Pinnacle Rainbow Sherbet",26,180.18,21421.12,309,2936.41,243.66,2756.23,93.86,11.88,283,0,141.5000,2.18
12546,"JIM BEAM BRANDS COMPANY    ",3125,"Pinnacle Strawbery Shortcake",71,499.13,16986.97,346,3289.04,272.83,2789.91,84.82,4.87,275,0,137.5000,2.52
12546,"JIM BEAM BRANDS COMPANY    ",3131,"Pinnacle Key Lime Whipped",12,111.36,2489.48,30,389.70,23.68,278.34,71.42,2.50,36,18,27.0000,1.11
12546,"JIM BEAM BRANDS COMPANY    ",3158,"Pinnacle Tropical Punch",11226,143356.02,2661775.83,11058,185931.42,20322.80,42575.40,22.90,0.99,2231,2399,2315.0000,4.78
12546,"JIM BEAM BRANDS COMPANY    ",3170,"Pinnacle Orange Whipped",3,21.09,1814.98,11,104.39,8.66,83.30,79.80,3.67,8,0,4.0000,2.75
12546,"JIM BEAM BRANDS COMPANY    ",3197,"Pinnacle Vodka 100 Proof",1798,27545.36,604349.48,2359,45590.41,4336.01,18045.05,39.58,1.31,561,0,280.5000,8.41
12546,"JIM BEAM BRANDS COMPANY    ",3221,"Pinnacle Raspberry Vodka",9377,74359.61,1450083.02,9347,99867.53,7365.88,25507.92,25.54,1.00,978,1008,993.0000,9.41
12546,"JIM BEAM BRANDS COMPANY    ",3231,"Pinnacle Tropical Punch Vdka",4825,37345.50,742790.43,4736,52446.64,3733.96,15101.14,28.79,0.98,701,790,745.5000,6.35
12546,"JIM BEAM BRANDS COMPANY    ",3236,"Pinnacle Pecan Pie",308,2088.24,43635.51,961,9123.39,757.33,7035.15,77.11,3.12,871,218,544.5000,1.76
12546,"JIM BEAM BRANDS COMPANY    ",3250,"Pinnacle Cake Vodka",2,14.82,1856.19,9,85.41,7.09,70.59,82.65,4.50,7,0,3.5000,2.57
12546,"JIM BEAM BRANDS COMPANY    ",3253,"Gilbeys London Dry",37423,339800.84,8570052.28,37497,463220.03,68894.60,123419.19,26.64,1.00,2979,2905,2942.0000,12.75
12546,"JIM BEAM BRANDS COMPANY    ",3257,"Gilbeys London Dry Trav",12991,58459.50,2149215.17,12941,80751.59,10195.74,22292.09,27.61,1.00,1277,1327,1302.0000,9.94
12546,"JIM BEAM BRANDS COMPANY    ",3268,"Pinnacle CranApple Vodka",1540,11750.20,261084.15,1987,19878.63,1566.11,8128.43,40.89,1.29,447,0,223.5000,8.89
12546,"JIM BEAM BRANDS COMPANY    ",3310,"Pinnacle Vodka",29360,127422.40,2189241.20,28977,173753.23,11386.64,46330.83,26.66,0.99,2246,2629,2437.5000,11.89
12546,"JIM BEAM BRANDS COMPANY    ",3325,"Pinnacle Caramel Apple Vodka",5612,41528.80,527406.19,5538,61867.62,4363.95,20338.82,32.87,0.99,1089,1163,1126.0000,4.92
12546,"JIM BEAM BRANDS COMPANY    ",3333,"Pinnacle Atomic Hots",1,9.77,1696.94,1,12.99,0.79,3.22,24.79,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3351,"Pinnacle Whipped Vodka",19227,255142.29,5014583.37,18722,314369.78,34401.58,59227.49,18.84,0.97,2552,3057,2804.5000,6.68
12546,"JIM BEAM BRANDS COMPANY    ",3361,"Pinnacle Double Espresso",140,1377.60,24250.02,176,2286.24,138.73,908.64,39.74,1.26,37,1,19.0000,9.26
12546,"JIM BEAM BRANDS COMPANY    ",3367,"Pinnacle Pomegranate Vodka",5567,42142.19,867311.11,5434,58063.66,4282.27,15921.47,27.42,0.98,702,835,768.5000,7.07
12546,"JIM BEAM BRANDS COMPANY    ",3368,"Pinnacle Grape Vodka",6219,75996.18,1894548.81,6672,112279.28,12263.89,36283.10,32.32,1.07,1382,929,1155.5000,5.77
12546,"JIM BEAM BRANDS COMPANY    ",3385,"Pinnacle Strawbry Kiwi Vodka",5554,72035.38,1632570.50,5564,93629.36,10228.09,21593.98,23.06,1.00,1072,1062,1067.0000,5.21
12546,"JIM BEAM BRANDS COMPANY    ",3402,"Pinnacle Vanilla",202,2082.62,25313.59,229,2974.71,180.38,892.09,29.99,1.13,34,7,20.5000,11.17
12546,"JIM BEAM BRANDS COMPANY    ",3404,"Skinnygirl Vodka",280,3732.40,55828.51,657,10058.93,517.54,6326.53,62.89,2.35,377,0,188.5000,3.49
12546,"JIM BEAM BRANDS COMPANY    ",3406,"Skinnygirl Tangerine Vodka",1,10.78,2447.33,158,2368.42,124.50,2357.64,99.54,158.00,157,0,78.5000,2.01
12546,"JIM BEAM BRANDS COMPANY    ",3444,"Hornitos Plata Tequila",10636,309826.68,3049374.75,10362,375689.38,19042.86,65862.70,17.53,0.97,711,985,848.0000,12.22
12546,"JIM BEAM BRANDS COMPANY    ",3454,"Pinnacle Pineapple",20816,14987.52,302178.08,11940,11820.60,620.90,-3166.92,-26.79,0.57,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3502,"Pinnacle Vodka",14035,114244.90,2197287.04,13867,157942.33,10924.59,43697.43,27.67,0.99,1802,1970,1886.0000,7.35
12546,"JIM BEAM BRANDS COMPANY    ",3512,"Pinnacle Vodka",101480,1193404.80,11698648.81,98938,1624366.62,181782.13,430961.82,26.53,0.98,9514,12056,10785.0000,9.17
12546,"JIM BEAM BRANDS COMPANY    ",3521,"Effen Vodka",2119,39519.35,538430.26,1773,35977.27,1397.27,-3542.08,-9.85,0.84,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3530,"Pinnacle Peach Vodka",41,284.13,22750.02,200,1927.50,157.64,1643.37,85.26,4.88,160,1,80.5000,2.48
12546,"JIM BEAM BRANDS COMPANY    ",3561,"Pinnacle Cinnabon Vodka",12,92.88,1718.64,12,155.88,9.45,63.00,40.42,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3566,"Pinnacle Raspberry",20642,14655.82,324689.38,11128,11016.72,577.45,-3639.10,-33.03,0.54,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3572,"Pinnacle Habanero Vodka",62,476.16,21812.84,189,1888.11,148.91,1411.95,74.78,3.05,127,0,63.5000,2.98
12546,"JIM BEAM BRANDS COMPANY    ",3577,"Effen Black Cherry & Vanilla",2029,38713.32,559859.60,1739,35292.61,1370.41,-3420.71,-9.69,0.86,5,295,150.0000,11.59
12546,"JIM BEAM BRANDS COMPANY    ",3581,"Pinnacle Citrus",19681,14563.94,285713.67,9188,9096.12,475.73,-5467.82,-60.11,0.47,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3594,"Pinnacle Tropical Punch",21089,16238.53,314353.14,11443,11328.57,594.06,-4909.96,-43.34,0.54,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3618,"Pinnacle Mimosa Vodka",25,182.25,8369.44,164,1638.36,129.28,1456.11,88.88,6.56,139,0,69.5000,2.36
12546,"JIM BEAM BRANDS COMPANY    ",3626,"Sauza Extra Gold Tequila",3945,40988.55,622127.41,3904,52992.96,3078.79,12004.41,22.65,0.99,1081,1122,1101.5000,3.54
12546,"JIM BEAM BRANDS COMPANY    ",3638,"Pinnacle Whipped",23765,17823.75,337717.68,14844,14695.56,773.65,-3128.19,-21.29,0.62,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3644,"Pinnacle Coconut",6,95.40,3017.30,6,125.94,11.03,30.54,24.25,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3696,"Gilbeys Vodka",32485,246886.00,8898108.00,32157,341285.93,59081.19,94399.93,27.66,0.99,2386,2714,2550.0000,12.61
12546,"JIM BEAM BRANDS COMPANY    ",3706,"Pinnacle Citrus Vodka",14304,186953.28,3831818.71,13896,233895.04,25536.48,46941.76,20.07,0.97,2351,2759,2555.0000,5.44
12546,"JIM BEAM BRANDS COMPANY    ",3726,"Gilbeys Vodka Traveler",53960,203968.80,8722279.19,53667,276249.33,42245.65,72280.53,26.17,0.99,2054,2347,2200.5000,24.39
12546,"JIM BEAM BRANDS COMPANY    ",3732,"Pinnacle Raspberry Vodka",2486,29657.98,112794.59,2480,39655.20,4557.91,9997.22,25.21,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3737,"Pinnacle Blueberry Vodka",2586,32066.40,124280.09,2575,41174.25,4732.30,9107.85,22.12,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",3797,"Skinnygirl Sweet'Arita",1906,24339.62,664166.94,1976,34970.24,3631.71,10630.62,30.40,1.04,268,198,233.0000,8.48
12546,"JIM BEAM BRANDS COMPANY    ",3883,"Hornitos Lime Shot Tequila",3634,56072.62,606889.27,3600,83757.00,2839.76,27684.38,33.05,0.99,788,822,805.0000,4.47
12546,"JIM BEAM BRANDS COMPANY    ",3903,"Skinnygirl Wh Cherry Vodka",239,2770.01,18128.68,589,8534.61,464.03,5764.60,67.54,2.46,400,50,225.0000,2.62
12546,"JIM BEAM BRANDS COMPANY    ",3910,"Hornitos Plata Tequila",6093,53862.12,491101.79,6229,73886.21,2439.53,20024.09,27.10,1.02,1194,1058,1126.0000,5.53
12546,"JIM BEAM BRANDS COMPANY    ",3915,"Sauza Silver Tequila",7615,72190.20,1309592.10,7471,100698.29,5888.00,28508.09,28.31,0.98,923,1067,995.0000,7.51
12546,"JIM BEAM BRANDS COMPANY    ",3919,"Hornitos Reposado Tequila",5750,48587.50,453910.62,5572,66193.28,2181.40,17605.78,26.60,0.97,1186,1364,1275.0000,4.37
12546,"JIM BEAM BRANDS COMPANY    ",3941,"Tres Generaciones Reposado",878,25778.08,307318.60,839,31916.61,661.99,6138.53,19.23,0.96,188,227,207.5000,4.04
12546,"JIM BEAM BRANDS COMPANY    ",3945,"Sauza Conmemorativo",4335,59996.40,708099.19,4270,76817.30,3365.69,16820.90,21.90,0.99,719,784,751.5000,5.68
12546,"JIM BEAM BRANDS COMPANY    ",3951,"Hornitos Reposado Tequila",15969,29223.27,615875.94,13979,34807.71,722.92,5584.44,16.04,0.88,3506,5496,4501.0000,3.11
12546,"JIM BEAM BRANDS COMPANY    ",3959,"Hornitos Black Barrel",5401,98514.24,676336.88,4266,113048.34,3362.76,14534.10,12.86,0.79,614,1749,1181.5000,3.61
12546,"JIM BEAM BRANDS COMPANY    ",3980,"Hornitos Reposado Tequila",15805,505601.95,4219193.91,15381,565522.19,28264.51,59920.24,10.60,0.97,953,1377,1165.0000,13.20
12546,"JIM BEAM BRANDS COMPANY    ",3982,"Hornitos Reposado Tequila",24801,356638.38,3011312.46,22099,469603.01,17402.72,112964.63,24.06,0.89,1714,4416,3065.0000,7.21
12546,"JIM BEAM BRANDS COMPANY    ",3984,"Sauza Tres Generacions Anejo",1732,55943.60,610201.68,1668,71622.32,1315.91,15678.72,21.89,0.96,359,423,391.0000,4.27
12546,"JIM BEAM BRANDS COMPANY    ",3997,"Hornitos Plata Tequila",23835,334881.75,2752946.78,23007,474637.93,18117.01,139756.18,29.44,0.97,3605,4433,4019.0000,5.72
12546,"JIM BEAM BRANDS COMPANY    ",3999,"Hornitos Anejo Tequila",4030,64197.90,718379.07,3840,88961.60,3028.17,24763.70,27.84,0.95,590,780,685.0000,5.61
12546,"JIM BEAM BRANDS COMPANY    ",4043,"Calico Jack Cherry Rum",12,145.68,2018.92,12,203.88,22.05,58.20,28.55,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",4044,"Calico Jack Mango Rum",622,5983.64,211591.00,1286,15592.14,2363.45,9608.50,61.62,2.07,680,16,348.0000,3.70
12546,"JIM BEAM BRANDS COMPANY    ",4060,"Sauza Cucumber Chili Tequila",153,1430.55,35559.99,504,5858.46,397.31,4427.91,75.58,3.29,351,0,175.5000,2.87
12546,"JIM BEAM BRANDS COMPANY    ",4064,"Calico Jack Pin/Coc Rum",6983,65710.03,2359822.73,7032,93850.68,12924.48,28140.65,29.98,1.01,1079,1030,1054.5000,6.67
12546,"JIM BEAM BRANDS COMPANY    ",4073,"Calico Jack Pin/Coc Rum",30,177.00,9667.62,184,1378.16,145.07,1201.16,87.16,6.13,154,0,77.0000,2.39
12546,"JIM BEAM BRANDS COMPANY    ",4194,"Calico Jack Coconut Rum",13244,125553.12,3972206.12,13415,179783.85,24651.50,54230.73,30.16,1.01,1376,1205,1290.5000,10.40
12546,"JIM BEAM BRANDS COMPANY    ",4195,"Calico Jack Spiced Rum No 94",5369,46441.85,834816.00,5342,61012.58,4212.42,14570.73,23.88,1.00,786,813,799.5000,6.68
12546,"JIM BEAM BRANDS COMPANY    ",4199,"Sauza Blanco Tequila",11313,191415.96,2316295.13,9217,208875.83,16938.88,17459.87,8.36,0.81,1018,3114,2066.0000,4.46
12546,"JIM BEAM BRANDS COMPANY    ",4201,"Calico Jack Silver Rum",8786,83906.30,2759789.37,9031,118800.69,16597.80,34894.39,29.37,1.03,1472,1227,1349.5000,6.69
12546,"JIM BEAM BRANDS COMPANY    ",4208,"Conch Republic Dark Rum",12,108.60,4371.94,18,224.82,33.07,116.22,51.69,1.50,6,0,3.0000,6.00
12546,"JIM BEAM BRANDS COMPANY    ",4211,"Cruzan Passion Fruit Rum",4018,31340.40,665916.68,4176,41904.24,3289.50,10563.84,25.21,1.04,513,355,434.0000,9.62
12546,"JIM BEAM BRANDS COMPANY    ",4269,"Calico Jack Spiced Rum",23661,218154.42,6885977.81,23702,292863.98,43549.61,74709.56,25.51,1.00,1617,1576,1596.5000,14.85
12546,"JIM BEAM BRANDS COMPANY    ",4291,"Ronrico Gold",10407,108128.73,3129270.66,10279,133524.21,18890.28,25395.48,19.02,0.99,1129,1257,1193.0000,8.62
12546,"JIM BEAM BRANDS COMPANY    ",4295,"Ronrico Silver Rum",1,5.75,2910.40,1,7.99,0.79,2.24,28.04,1.00,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",4296,"Ronrico Silver Rum",16857,156601.53,5147856.12,16774,217813.26,30822.64,61211.73,28.10,1.00,1449,1532,1490.5000,11.25
12546,"JIM BEAM BRANDS COMPANY    ",4297,"Ronrico Silver Traveler",2435,13197.70,406567.42,3382,22072.18,2665.67,8874.48,40.21,1.39,947,0,473.5000,7.14
12546,"JIM BEAM BRANDS COMPANY    ",4303,"Calico Jack Spiced Rum",6421,37434.43,949791.10,6336,51038.64,4995.63,13604.21,26.65,0.99,683,768,725.5000,8.73
12546,"JIM BEAM BRANDS COMPANY    ",4313,"Sauza Blue Silver Tequila",6000,116520.00,1779359.04,5675,154464.25,10431.82,37944.25,24.57,0.95,781,1106,943.5000,6.01
12546,"JIM BEAM BRANDS COMPANY    ",4322,"Cruzan Raspberry Flavord Rum",241,1976.20,35674.58,238,2615.62,187.52,639.42,24.45,0.99,25,28,26.5000,8.98
12546,"JIM BEAM BRANDS COMPANY    ",4340,"Cruzan Black Strap Rum",2287,21840.85,312116.69,1825,18582.75,1437.94,-3258.10,-17.53,0.80,4,466,235.0000,7.77
12546,"JIM BEAM BRANDS COMPANY    ",4343,"Cruzan Blueberry Lemonade",8979,58094.13,1572431.59,8800,88209.00,6932.03,30114.87,34.14,0.98,1020,1199,1109.5000,7.93
12546,"JIM BEAM BRANDS COMPANY    ",4349,"Sauza Blue Silver",6138,74331.18,1038372.45,6052,100027.48,4770.13,25696.30,25.69,0.99,883,969,926.0000,6.54
12546,"JIM BEAM BRANDS COMPANY    ",4377,"Cruzan 9 Rum",48,479.52,4799.54,24,311.76,18.90,-167.76,-53.81,0.50,NULL,NULL,NULL,NULL
12546,"JIM BEAM BRANDS COMPANY    ",4410,"Cruzan Mango Flavored Rum",11240,89133.20,1876920.36,11304,113891.96,8904.17,24758.76,21.74,1.01,1031,967,999.0000,11.32
